sentence,class
﻿查询一下列车的时刻表。,0
查询一下列车的余票情况。,0
我想订购火车票。,0
我想订购往返票。,0
我想订购儿童票。,0
我想订购老人票。,0
我要订购硬座票。,0
我要订购软卧票。,0
我要订购无障碍车厢的火车票。,0
我要订购学生票。,0
我要订购军人优待票。,0
我要订购团体票。,0
我要订购联程票。,0
我要订购往返票。,0
我要订购中转票。,0
我想选择靠窗的位置。,0
我想选择靠过道的位置。,0
我想选择一下座位类型。,0
我要订火车票。,0
帮我订张火车票吧。,0
请帮我订火车票。,0
我想订一张火车票。,0
麻烦帮我订个火车票。,0
订一张火车票给我。,0
我需要订火车票。,0
我得订张火车票。,0
我打算订火车票。,0
我准备订火车票。,0
可以帮我预订一张火车票吗？,0
你能帮我安排一张火车票吗？,0
能否为我预订一张火车票？,0
请问能否帮我购买一张火车票？,0
我要订从北京到上海的火车票。,0
我要订从广州到深圳的高铁票。,0
我要订明天早上8点的火车票。,0
我要订后天晚上的动车票。,0
我要订周五下午的火车票。,0
我要订周日早上的高铁票。,0
我要订下周三的火车票。,0
我要订一个月后的火车票。,0
我要买火车票。,0
我要买高铁票。,0
我要买明天的火车票。,0
我要买明天的高铁票。,0
我要买x月x日的火车票。,0
我要买x月x日的高铁票。,0
我要买靠窗的位子。,0
我要买靠过道的位子。,0
去北京的火车有票吗？,0
去北京的高铁有票吗？,0
去北京的火车硬座有票吗？,0
去北京的火车硬卧有票吗？,0
去北京的火车软卧有票吗？,0
去北京的高铁二等座有票吗？,0
去北京的高铁一等座有票吗？,0
去北京的高铁商务座有票吗？,0
有去北京的直达列车吗？,0
去北京需要换几次车？,0
火车票多少钱？,0
高铁票多少钱？,0
今天从重庆到北京的车最早几点出发？,0
我要买一张从重庆到北京的票。,0
现在还有从重庆到北京的车吗？,0
这个票是高铁票还是火车票？,0
小孩能免票吗？,0
重庆到北京的车发车了吗？,0
我想买张票。,0
买一张重庆到北京最便宜的票。,0
还有没有靠窗的座位？,0
有没有三连座能买？,0
能预订下个月的票吗？,0
给我来一张最贵的票。,0
我需要一张卧铺票。,0
有没有站票？,0
请问能不能退票？,0
我买错时间了，请问能不能换一下？,0
学生买票有优惠吗？,0
从重庆到北京有几班车？,0
晚点了能退钱不？,0
从重庆到北京要多少钱？,0
还有从重庆到北京的票吗？,0
从重庆到北京有哪些时段的票？,0
明天有从重庆到北京的票吗？,0
后天有从重庆到北京的票吗？,0
大后天有从重庆到北京的票吗？,0
周五有从重庆到北京的票吗？,0
下周一有从重庆到北京的票吗？,0
1月20日有从重庆到北京的票吗？,0
上午有从重庆到北京的票吗？,0
下午有从重庆到北京的票吗？,0
晚上有从重庆到北京的票吗？,0
明天上午有从重庆到北京的票吗？,0
明天下午有从重庆到北京的票吗？,0
明天晚上有从重庆到北京的票吗？,0
帮我订一张从重庆到北京的票。,0
订一张从重庆到北京的票。,0
到北京。,0
我想去北京。,0
我想到北京。,0
我明天想去北京。,0
我后天想去北京。,0
我大后天想去北京。,0
我周五想去北京。,0
我下周一想去北京。,0
我下午想去北京。,0
我晚上想去北京。,0
我上午想去北京。,0
我明天上午想去北京。,0
我明天下午想去北京。,0
我明天晚上想去北京。,0
我想要查询一下明天去往北京的高铁票。,0
我想要查询明天从重庆去北京的火车票。,0
我想要知道未来一周去北京的火车票的最低价格。,0
明天到北京的火车票还有吗？,0
帮我查询一下明天能到达北京的动车最晚车次呗。,0
明天去北京的火车最早是什么时候发车呢？,0
能出示一下最近一周可以抵达北京的所有动车车次吗？,0
我想查询未来一周能抵达北京的动车票的剩余情况。,0
这一周去北京的火车卧铺票还有剩余吗？,0
明天去北京的动车站票最低多少钱？,0
今天去北京的火车票还有剩余吗？,0
我能买到的最便宜的去北京的火车票是哪趟车次？,0
从重庆出发到北京的最快火车路线是什么？,0
有从重庆到北京的直达火车票吗？,0
明天去往北京的高铁还有坐票吗？,0
我想要得知未来17所有能直达北京的火车票。,0
帮我预订一张明天去往北京的火车坐票。,0
帮我查询一下从重庆出发能抵达北京的直达动车车次。,0
我想要获取明天发往北京的所有动车车次。,0
我配拥有一张明天从重庆去往北京的火车软卧票吗？,0
去天津的火车有票吗？,0
去天津的高铁有票吗？,0
去天津的火车硬座有票吗？,0
去天津的火车硬卧有票吗？,0
去天津的火车软卧有票吗？,0
去天津的高铁二等座有票吗？,0
去天津的高铁一等座有票吗？,0
去天津的高铁商务座有票吗？,0
有去天津的直达列车吗？,0
去天津需要换几次车？,0
去河北的火车有票吗？,0
去河北的高铁有票吗？,0
去河北的火车硬座有票吗？,0
去河北的火车硬卧有票吗？,0
去河北的火车软卧有票吗？,0
去河北的高铁二等座有票吗？,0
去河北的高铁一等座有票吗？,0
去河北的高铁商务座有票吗？,0
有去河北的直达列车吗？,0
去河北需要换几次车？,0
去山西的火车有票吗？,0
去山西的高铁有票吗？,0
去山西的火车硬座有票吗？,0
去山西的火车硬卧有票吗？,0
去山西的火车软卧有票吗？,0
去山西的高铁二等座有票吗？,0
去山西的高铁一等座有票吗？,0
去山西的高铁商务座有票吗？,0
有去山西的直达列车吗？,0
去山西需要换几次车？,0
去内蒙古的火车有票吗？,0
去内蒙古的高铁有票吗？,0
去内蒙古的火车硬座有票吗？,0
去内蒙古的火车硬卧有票吗？,0
去内蒙古的火车软卧有票吗？,0
去内蒙古的高铁二等座有票吗？,0
去内蒙古的高铁一等座有票吗？,0
去内蒙古的高铁商务座有票吗？,0
有去内蒙古的直达列车吗？,0
去内蒙古需要换几次车？,0
去辽宁的火车有票吗？,0
去辽宁的高铁有票吗？,0
去辽宁的火车硬座有票吗？,0
去辽宁的火车硬卧有票吗？,0
去辽宁的火车软卧有票吗？,0
去辽宁的高铁二等座有票吗？,0
去辽宁的高铁一等座有票吗？,0
去辽宁的高铁商务座有票吗？,0
有去辽宁的直达列车吗？,0
去辽宁需要换几次车？,0
去吉林的火车有票吗？,0
去吉林的高铁有票吗？,0
去吉林的火车硬座有票吗？,0
去吉林的火车硬卧有票吗？,0
去吉林的火车软卧有票吗？,0
去吉林的高铁二等座有票吗？,0
去吉林的高铁一等座有票吗？,0
去吉林的高铁商务座有票吗？,0
有去吉林的直达列车吗？,0
去吉林需要换几次车？,0
去黑龙江的火车有票吗？,0
去黑龙江的高铁有票吗？,0
去黑龙江的火车硬座有票吗？,0
去黑龙江的火车硬卧有票吗？,0
去黑龙江的火车软卧有票吗？,0
去黑龙江的高铁二等座有票吗？,0
去黑龙江的高铁一等座有票吗？,0
去黑龙江的高铁商务座有票吗？,0
有去黑龙江的直达列车吗？,0
去黑龙江需要换几次车？,0
去上海的火车有票吗？,0
去上海的高铁有票吗？,0
去上海的火车硬座有票吗？,0
去上海的火车硬卧有票吗？,0
去上海的火车软卧有票吗？,0
去上海的高铁二等座有票吗？,0
去上海的高铁一等座有票吗？,0
去上海的高铁商务座有票吗？,0
有去上海的直达列车吗？,0
去上海需要换几次车？,0
去江苏的火车有票吗？,0
去江苏的高铁有票吗？,0
去江苏的火车硬座有票吗？,0
去江苏的火车硬卧有票吗？,0
去江苏的火车软卧有票吗？,0
去江苏的高铁二等座有票吗？,0
去江苏的高铁一等座有票吗？,0
去江苏的高铁商务座有票吗？,0
有去江苏的直达列车吗？,0
去江苏需要换几次车？,0
去浙江的火车有票吗？,0
去浙江的高铁有票吗？,0
去浙江的火车硬座有票吗？,0
去浙江的火车硬卧有票吗？,0
去浙江的火车软卧有票吗？,0
去浙江的高铁二等座有票吗？,0
去浙江的高铁一等座有票吗？,0
去浙江的高铁商务座有票吗？,0
有去浙江的直达列车吗？,0
去浙江需要换几次车？,0
去安徽的火车有票吗？,0
去安徽的高铁有票吗？,0
去安徽的火车硬座有票吗？,0
去安徽的火车硬卧有票吗？,0
去安徽的火车软卧有票吗？,0
去安徽的高铁二等座有票吗？,0
去安徽的高铁一等座有票吗？,0
去安徽的高铁商务座有票吗？,0
有去安徽的直达列车吗？,0
去安徽需要换几次车,0
去福建的火车有票吗？,0
去福建的高铁有票吗？,0
去福建的火车硬座有票吗？,0
去福建的火车硬卧有票吗？,0
去福建的火车软卧有票吗？,0
去福建的高铁二等座有票吗？,0
去福建的高铁一等座有票吗？,0
去福建的高铁商务座有票吗？,0
有去福建的直达列车吗？,0
去福建需要换几次车？,0
去江西的火车有票吗？,0
去江西的高铁有票吗？,0
去江西的火车硬座有票吗？,0
去江西的火车硬卧有票吗？,0
去江西的火车软卧有票吗？,0
去江西的高铁二等座有票吗？,0
去江西的高铁一等座有票吗？,0
去江西的高铁商务座有票吗？,0
有去江西的直达列车吗？,0
去江西需要换几次车？,0
去山东的火车有票吗？,0
去山东的高铁有票吗？,0
去山东的火车硬座有票吗？,0
去山东的火车硬卧有票吗？,0
去山东的火车软卧有票吗？,0
去山东的高铁二等座有票吗？,0
去山东的高铁一等座有票吗？,0
去山东的高铁商务座有票吗？,0
有去山东的直达列车吗？,0
去山东需要换几次车？,0
去河南的火车有票吗？,0
去河南的高铁有票吗？,0
去河南的火车硬座有票吗？,0
去河南的火车硬卧有票吗？,0
去河南的火车软卧有票吗？,0
去河南的高铁二等座有票吗？,0
去河南的高铁一等座有票吗？,0
去河南的高铁商务座有票吗？,0
有去河南的直达列车吗？,0
去河南需要换几次车？,0
去湖北的火车有票吗？,0
去湖北的高铁有票吗？,0
去湖北的火车硬座有票吗？,0
去湖北的火车硬卧有票吗？,0
去湖北的火车软卧有票吗？,0
去湖北的高铁二等座有票吗？,0
去湖北的高铁一等座有票吗？,0
去湖北的高铁商务座有票吗？,0
有去湖北的直达列车吗？,0
去湖北需要换几次车？,0
去湖南的火车有票吗？,0
去湖南的高铁有票吗？,0
去湖南的火车硬座有票吗？,0
去湖南的火车硬卧有票吗？,0
去湖南的火车软卧有票吗？,0
去湖南的高铁二等座有票吗？,0
去湖南的高铁一等座有票吗？,0
去湖南的高铁商务座有票吗？,0
有去湖南的直达列车吗？,0
去湖南需要换几次车？,0
去广西的火车有票吗？,0
去广西的高铁有票吗？,0
去广西的火车硬座有票吗？,0
去广西的火车硬卧有票吗？,0
去广西的火车软卧有票吗？,0
去广西的高铁二等座有票吗？,0
去广西的高铁一等座有票吗？,0
去广西的高铁商务座有票吗？,0
有去广西的直达列车吗？,0
去广西需要换几次车？,0
去广东的火车有票吗？,0
去广东的高铁有票吗？,0
去广东的火车硬座有票吗？,0
去广东的火车硬卧有票吗？,0
去广东的火车软卧有票吗？,0
去广东的高铁二等座有票吗？,0
去广东的高铁一等座有票吗？,0
去广东的高铁商务座有票吗？,0
有去广东的直达列车吗？,0
去广东需要换几次车？,0
去海南的火车有票吗？,0
去海南的高铁有票吗？,0
去海南的火车硬座有票吗？,0
去海南的火车硬卧有票吗？,0
去海南的火车软卧有票吗？,0
去海南的高铁二等座有票吗？,0
去海南的高铁一等座有票吗？,0
去海南的高铁商务座有票吗？,0
有去海南的直达列车吗？,0
去海南需要换几次车？,0
去重庆的火车有票吗？,0
去重庆的高铁有票吗？,0
去重庆的火车硬座有票吗？,0
去重庆的火车硬卧有票吗？,0
去重庆的火车软卧有票吗？,0
去重庆的高铁二等座有票吗？,0
去重庆的高铁一等座有票吗？,0
去重庆的高铁商务座有票吗？,0
有去重庆的直达列车吗？,0
去重庆需要换几次车？,0
去四川的火车有票吗？,0
去四川的高铁有票吗？,0
去四川的火车硬座有票吗？,0
去四川的火车硬卧有票吗？,0
去四川的火车软卧有票吗？,0
去四川的高铁二等座有票吗？,0
去四川的高铁一等座有票吗？,0
去四川的高铁商务座有票吗？,0
有去四川的直达列车吗？,0
去四川需要换几次车？,0
去贵州的火车有票吗？,0
去贵州的高铁有票吗？,0
去贵州的火车硬座有票吗？,0
去贵州的火车硬卧有票吗？,0
去贵州的火车软卧有票吗？,0
去贵州的高铁二等座有票吗？,0
去贵州的高铁一等座有票吗？,0
去贵州的高铁商务座有票吗？,0
有去贵州的直达列车吗？,0
去贵州需要换几次车？,0
去云南的火车有票吗？,0
去云南的高铁有票吗？,0
去云南的火车硬座有票吗？,0
去云南的火车硬卧有票吗？,0
去云南的火车软卧有票吗？,0
去云南的高铁二等座有票吗？,0
去云南的高铁一等座有票吗？,0
去云南的高铁商务座有票吗？,0
有去云南的直达列车吗？,0
去云南需要换几次车？,0
去西藏的火车有票吗？,0
去西藏的高铁有票吗？,0
去西藏的火车硬座有票吗？,0
去西藏的火车硬卧有票吗？,0
去西藏的火车软卧有票吗？,0
有去西藏的直达列车吗？,0
去西藏需要换几次车？,0
去陕西的火车有票吗？,0
去陕西的高铁有票吗？,0
去陕西的火车硬座有票吗？,0
去陕西的火车硬卧有票吗？,0
去陕西的火车软卧有票吗？,0
去陕西的高铁二等座有票吗？,0
去陕西的高铁一等座有票吗？,0
去陕西的高铁商务座有票吗？,0
有去陕西的直达列车吗？,0
去陕西需要换几次车？,0
去甘肃的火车有票吗？,0
去甘肃的高铁有票吗？,0
去甘肃的火车硬座有票吗？,0
去甘肃的火车硬卧有票吗？,0
去甘肃的火车软卧有票吗？,0
去甘肃的高铁二等座有票吗？,0
去甘肃的高铁一等座有票吗？,0
去甘肃的高铁商务座有票吗？,0
有去甘肃的直达列车吗？,0
去甘肃需要换几次车？,0
去青海的火车有票吗？,0
去青海的高铁有票吗？,0
去青海的火车硬座有票吗？,0
去青海的火车硬卧有票吗？,0
去青海的火车软卧有票吗？,0
有去青海的直达列车吗？,0
去青海需要换几次车？,0
去宁夏的火车有票吗？,0
去宁夏的高铁有票吗？,0
去宁夏的火车硬座有票吗？,0
去宁夏的火车硬卧有票吗？,0
去宁夏的火车软卧有票吗？,0
有去宁夏的直达列车吗？,0
去宁夏需要换几次车？,0
去新疆的火车有票吗？,0
去新疆的高铁有票吗？,0
去新疆的火车硬座有票吗？,0
去新疆的火车硬卧有票吗？,0
去新疆的火车软卧有票吗？,0
有去新疆的直达列车吗？,0
去新疆需要换几次车？,0
我想去天津。,0
我想到天津。,0
我明天想去天津。,0
我后天想去天津。,0
我大后天想去天津。,0
我周五想去天津。,0
我下周一想去天津。,0
我下午想去天津。,0
我晚上想去天津。,0
我上午想去天津。,0
我明天上午想去天津。,0
我明天下午想去天津。,0
我明天晚上想去天津。（注意：原文中的“明大晚上”应为笔误，我修改为“明天晚上”）,0
我想要查询一下明天去往天津的高铁票。,0
我想要查询明天从重庆去天津的火车票。,0
我想要知道未来一周去天津的火车票的最低价格。,0
明天到天津的火车票还有吗？,0
帮我查询一下明天能到达天津的动车最晚车次呗。,0
明天去天津的火车最早是什么时候发车呢？,0
能出示一下最近一周可以抵达天津的所有动车车次吗？,0
我想查询未来一周能抵达天津的动车票的剩余情况。,0
这一周去天津的火车卧铺票还有剩余吗？,0
明天去天津的动车站票最低多少钱？,0
今天去天津的火车票还有剩余吗？,0
我能买到的最便宜的去天津的火车票是哪趟车次？,0
我想去河北。,0
我想到河北。,0
我明天想去河北。,0
我后天想去河北。,0
我大后天想去河北。,0
我周五想去河北。,0
我下周一想去河北。,0
我下午想去河北。,0
我晚上想去河北。,0
我上午想去河北。,0
我明天上午想去河北。,0
我明天下午想去河北。,0
我明天晚上想去河北。,0
我想要查询一下明天去往河北的高铁票。,0
我想要查询明天从重庆去河北的火车票。,0
我想要知道未来一周去河北的火车票的最低价格。,0
明天到河北的火车票还有吗？,0
帮我查询一下明天能到达河北的动车最晚车次呗。,0
明天去河北的火车最早是什么时候发车呢？,0
能出示一下最近一周可以抵达河北的所有动车车次吗？,0
我想查询未来一周能抵达河北的动车票的剩余情况。,0
这一周去河北的火车卧铺票还有剩余吗？,0
明天去河北的动车站票最低多少钱？,0
今天去河北的火车票还有剩余吗？,0
我能买到的最便宜的去河北的火车票是哪趟车次？,0
我想去山西。,0
我想到山西。,0
我明天想去山西。,0
我后天想去山西。,0
我大后天想去山西。,0
我周五想去山西。,0
我下周一想去山西。,0
我下午想去山西。,0
我晚上想去山西。,0
我上午想去山西。,0
我明天上午想去山西。,0
我明天下午想去山西。,0
我明天晚上想去山西。,0
我想要查询一下明天去往山西的高铁票。,0
我想要查询明天从重庆去山西的火车票。,0
我想要知道未来一周去山西的火车票的最低价格。,0
明天到山西的火车票还有吗？,0
帮我查询一下明天能到达山西的动车最晚车次呗。,0
明天去山西的火车最早是什么时候发车呢？,0
能出示一下最近一周可以抵达山西的所有动车车次吗？,0
我想查询未来一周能抵达山西的动车票的剩余情况。,0
这一周去山西的火车卧铺票还有剩余吗？,0
明天去山西的动车站票最低多少钱？,0
今天去山西的火车票还有剩余吗？,0
我能买到的最便宜的去山西的火车票是哪趟车次？,0
我想去内蒙古。,0
我想到内蒙古。,0
我明天想去内蒙古。,0
我后天想去内蒙古。,0
我大后天想去内蒙古。,0
我周五想去内蒙古。,0
我下周一想去内蒙古。,0
我下午想去内蒙古。,0
我晚上想去内蒙古。,0
我上午想去内蒙古。,0
我明天上午想去内蒙古。,0
我明天下午想去内蒙古。,0
我明天晚上想去内蒙古。,0
我想要查询一下明天去往内蒙古的高铁票。,0
我想要查询明天从重庆去内蒙古的火车票。,0
我想要知道未来一周去内蒙古的火车票的最低价格。,0
明天到内蒙古的火车票还有吗？,0
帮我查询一下明天能到达内蒙古的动车最晚车次呗。,0
明天去内蒙古的火车最早是什么时候发车呢？,0
能出示一下最近一周可以抵达内蒙古的所有动车车次吗？,0
我想查询未来一周能抵达内蒙古的动车票的剩余情况。,0
这一周去内蒙古的火车卧铺票还有剩余吗？,0
明天去内蒙古的动车站票最低多少钱？,0
今天去内蒙古的火车票还有剩余吗？,0
我能买到的最便宜的去内蒙古的火车票是哪趟车次？,0
我想去辽宁。,0
我想到辽宁。,0
我明天想去辽宁。,0
我后天想去辽宁。,0
我大后天想去辽宁。,0
我周五想去辽宁。,0
我下周一想去辽宁。,0
我下午想去辽宁。,0
我晚上想去辽宁。,0
我上午想去辽宁。,0
我明天上午想去辽宁。,0
我明天下午想去辽宁。,0
我明天晚上想去辽宁。,0
我想要查询一下明天去往辽宁的高铁票。,0
我想要查询明天从重庆去辽宁的火车票。,0
我想要知道未来一周去辽宁的火车票的最低价格。,0
明天到辽宁的火车票还有吗？,0
帮我查询一下明天能到达辽宁的动车最晚车次。,0
明天去辽宁的火车最早是什么时候发车？,0
能出示一下最近一周可以抵达辽宁的所有动车车次吗？,0
我想查询未来一周能抵达辽宁的动车票的剩余情况。,0
这一周去辽宁的火车卧铺票还有剩余吗？,0
我想去吉林。,0
我想到吉林。,0
我明天想去吉林。,0
我后天也计划去吉林。,0
我近期大后天还想再去吉林。,0
周五我有意向去吉林。,0
下周一我希望能去吉林。,0
下午的时间我想去吉林。,0
晚上的安排我也想去吉林。,0
上午我计划去吉林。,0
明天上午我仍想去吉林。,0
明天下午的行程是吉林。,0
明天晚上我也打算前往吉林。,0
我想查询一下前往吉林的高铁票情况。,0
我希望能了解从重庆到吉林的火车票信息。,0
我想知道未来一周前往吉林的火车票最低价是多少。,0
请问明天前往吉林的火车票还有剩余吗？,0
能否帮我查询一下明天最晚一班到达吉林的动车是几点？,0
我想知道明天前往吉林的火车最早是几点发车？,0
能否提供一下近期可以抵达吉林的所有动车车次？,0
我想查询一下未来一周内，动车票前往吉林的剩余数量。,0
这一周前往吉林的火车卧铺票是否还有剩余？,0
明天前往吉林的动车站票大概需要多少钱？,0
今天前往吉林的火车票是否已经售罄？,0
能否告诉我，哪趟车次是去吉林最便宜的火车票？,0
我想去黑龙江。,0
我想到黑龙江。,0
我明天想去黑龙江。,0
我后天也计划去黑龙江。,0
我近期还想去黑龙江。,0
周五我有意向去黑龙江。,0
下周一我希望能去黑龙江。,0
下午的时间我想去黑龙江。,0
晚上的安排我也想去黑龙江。,0
上午我计划去黑龙江。,0
明天上午我仍想去黑龙江。,0
明天下午的行程是黑龙江。,0
明天晚上我也打算前往黑龙江。,0
我想查询一下前往黑龙江的高铁票情况。,0
我希望能了解从重庆到黑龙江的火车票信息。,0
我想知道未来一周前往黑龙江的火车票最低价是多少。,0
请问明天前往黑龙江的火车票还有剩余吗？,0
能否帮我查询一下明天最晚一班到达黑龙江的动车是几点？,0
我想知道明天前往黑龙江的火车最早是几点发车？,0
能否提供一下近期可以抵达黑龙江的所有动车车次？,0
我想查询一下未来一周内，前往黑龙江的动车票剩余数量。,0
这一周前往黑龙江的火车卧铺票是否还有剩余？,0
明天前往黑龙江的动车站票大概需要多少钱？,0
今天前往黑龙江的火车票是否已经售罄？,0
能否告诉我，哪趟车次是去黑龙江最便宜的火车票？,0
我想去上海。,0
我想到上海。,0
我明天想去上海。,0
我后天也计划去上海。,0
我近期还想去上海。,0
周五我有意向去上海。,0
下周一我希望能去上海。,0
下午的时间我想去上海。,0
晚上的安排我也想去上海。,0
上午我计划去上海。,0
明天上午我仍想去上海。,0
明天下午的行程是上海。,0
明天晚上我也打算前往上海。,0
我想查询一下前往上海的高铁票情况。,0
我希望能了解从重庆到上海的火车票信息。,0
我想知道未来一周前往上海的火车票最低价是多少。,0
请问明天前往上海的火车票还有剩余吗？,0
能否帮我查询一下明天最晚一班到达上海的动车是几点？,0
我想知道明天前往上海的火车最早是几点发车？,0
能否提供一下近期可以抵达上海的所有动车车次？,0
我想查询一下未来一周内，前往上海的动车票剩余数量。,0
这一周前往上海的火车卧铺票是否还有剩余？,0
明天前往上海的动车站票大概需要多少钱？,0
今天前往上海的火车票是否已经售罄？,0
能否告诉我，哪趟车次是去上海最便宜的火车票？,0
我想去江苏。,0
我想到江苏。,0
我明天想去江苏。,0
我后天也计划去江苏。,0
我近期还想去江苏。,0
周五我有意向去江苏。,0
下周一我希望能去江苏。,0
下午的时间我想去江苏。,0
晚上的安排我也想去江苏。,0
上午我计划去江苏。,0
明天上午我仍想去江苏。,0
明天下午的行程是江苏。,0
明天晚上我也打算前往江苏。,0
我想查询一下前往江苏的高铁票情况。,0
我希望能了解从重庆到江苏的火车票信息。,0
我想知道未来一周前往江苏的火车票最低价是多少。,0
请问明天前往江苏的火车票还有剩余吗？,0
能否帮我查询一下明天最晚一班到达江苏的动车是几点？,0
我想知道明天前往江苏的火车最早是几点发车？,0
能否提供一下近期可以抵达江苏的所有动车车次？,0
我想查询一下未来一周内，前往江苏的动车票剩余数量。,0
这一周前往江苏的火车卧铺票是否还有剩余？,0
明天前往江苏的动车站票大概需要多少钱？,0
今天前往江苏的火车票是否已经售罄？,0
能否告诉我，哪趟车次是去江苏最便宜的火车票？,0
我想去浙江。,0
我想到浙江。,0
我明天想去浙江。,0
我后天也计划去浙江。,0
我近期还想去浙江。,0
周五我有意向去浙江。,0
下周一我希望能去浙江。,0
下午的时间我想去浙江。,0
晚上的安排我也想去浙江。,0
上午我计划去浙江。,0
明天上午我仍想去浙江。,0
明天下午的行程是浙江。,0
明天晚上我也打算前往浙江。,0
我想查询一下前往浙江的高铁票情况。,0
我希望能了解从重庆到浙江的火车票信息。,0
我想知道未来一周前往浙江的火车票最低价是多少。,0
请问明天前往浙江的火车票还有剩余吗？,0
能否帮我查询一下明天最晚一班到达浙江的动车是几点？,0
我想知道明天前往浙江的火车最早是几点发车？,0
能否提供一下近期可以抵达浙江的所有动车车次？,0
我想查询一下未来一周内，前往浙江的动车票剩余数量。,0
这一周前往浙江的火车卧铺票是否还有剩余？,0
明天前往浙江的动车站票大概需要多少钱？,0
今天前往浙江的火车票是否已经售罄？,0
能否告诉我，哪趟车次是去浙江最便宜的火车票？,0
我想去安徽。,0
我想到安徽。,0
我明天想去安徽。,0
我后天也计划去安徽。,0
我近期还想去安徽。,0
周五我有意向去安徽。,0
下周一我希望能去安徽。,0
下午的时间我想去安徽。,0
晚上的安排我也想去安徽。,0
上午我计划去安徽。,0
明天上午我仍想去安徽。,0
明天下午的行程是安徽。,0
明天晚上我也打算前往安徽。,0
我想查询一下前往安徽的高铁票情况。,0
我希望能了解从重庆到安徽的火车票信息。,0
我想知道未来一周前往安徽的火车票最低价是多少。,0
请问明天前往安徽的火车票还有剩余吗？,0
能否帮我查询一下明天最晚一班到达安徽的动车是几点？,0
我想知道明天前往安徽的火车最早是几点发车？,0
能否提供一下近期可以抵达安徽的所有动车车次？,0
我想查询一下未来一周内，前往安徽的动车票剩余数量。,0
这一周前往安徽的火车卧铺票是否还有剩余？,0
明天前往安徽的动车站票大概需要多少钱？,0
今天前往安徽的火车票是否已经售罄？,0
能否告诉我，哪趟车次是去安徽最便宜的火车票？,0
我想去福建。,0
我想到福建。,0
我明天想去福建。,0
我后天也计划去福建。,0
我近期还想去福建。,0
周五我有意向去福建。,0
